,Name,State
8109,Waimea Bay,Hawaii
8110,Waimea Bay Beach Park,Hawaii
8111,Waimea Canyon,Hawaii
8112,Waimea Pier,Hawaii
8113,Waimea Theater,Hawaii
8114,Waimea Valley,Hawaii
8115,Waimea Waterfall,Hawaii
8116,Waimoku Falls Trail,Hawaii
8117,Waiola Church & Waiola Cemetery,Hawaii
8118,Waioli Mission House,Hawaii
8119,Waipi'o Valley,Hawaii
8120,Waipio Na'alapa Trail,Hawaii
8121,Ward Centre,Hawaii
8122,Ward Entertainment Center,Hawaii
8123,Waves Hawaii Surf School (f.k.a Wailea Watersports),Hawaii
8124,West Kauai Technology and Visitor Center,Hawaii
8125,West Maui Wellness Center,Hawaii
8126,Westin Ka'anapali Ocean Resort Villas,Hawaii
8127,Westin Maui Resort & Spa,Hawaii
8128,Westin Princeville Ocean Resort Villas,Hawaii
8129,Whale Center of the Pacific,Hawaii
8130,Whalers Village,Hawaii
8131,Whalers Village Museum,Hawaii
8132,White Sands Beach,Hawaii
8133,Wo Hing Temple Museum,Hawaii
8134,World Botanical Gardens,Hawaii
8135,Wyndham Kona Hawaiian Resort - Kailua-Kona,Hawaii
8136,Wyndham Mauna Loa Village,Hawaii
8137,Zip Isle Zip Line,Hawaii
8138,Adventureland,Iowa
8139,"Amana Colonies Golf Course, Amana, Iowa",Iowa
8140,Ameristar Casino Hotel at Council Bluffs - Council Bluffs IA Ameristar Casino hotel gambling,Iowa
8141,Arnold's Park,Iowa
8142,"Blank Park Zoo in Des Moines, Iowa",Iowa
8143,"Brucemore is a large 26 acre Historical Site full of concerts, festivals and many family fun activities",Iowa
8144,Coral Ridge Mall with over 120 stores including department stores and a large food court,Iowa
8145,Crossroads Center a shopping centre in the retail hub of Waterloo,Iowa
8146,Crowne Plaza Cedar Rapids,Iowa
8147,Des Moines Marriott,Iowa
8148,Effigy Mounds National Monument in Iowa Preserves Three Prehistoric Sites,Iowa
8149,Embassy Suites Hotel Des Moines On The River - Des Moines IA Embassy Suites Hotel,Iowa
8150,Family Museum of Arts and Science,Iowa
8151,Grand Harbor Resort and Waterpark - Dubuque IA Grand Harbor Resort Waterpark,Iowa
8152,Harrah's Casino,Iowa
8153,Harrah's Council Bluffs,Iowa
8154,Ice Cave,Iowa
8155,Iowa State Fairgrounds - Des Moines IA Iowa State Fairgrounds rides shows,Iowa
8156,Jordan Creek Town Center is over two million square feet of shopping and entertainment,Iowa
8157,"Kaleidoscope at The Hub is an outdoor mall and a place for shoppers to meet, eat and shop",Iowa
8158,Kennedy Mall was one of the first climate controlled malls in Iowa,Iowa
8159,Lake Manawa Beach,Iowa
8160,Lindale Mall and enclosed mall with other 100 stores and services,Iowa
8161,Merle Hay Mall is still managed by the family that built the mall,Iowa
8162,Mines of Spain Recreation Area - Dubuque IA Mines of Spain Recreation Area,Iowa
8163,North Grand Mall has over 50 retailers and department stores with entertainment aplenty,Iowa
8164,Old Capitol Mall located directly across from the University of Iowa,Iowa
8165,Renaissance Savery Hotel,Iowa
8166,Southern Hills Mall,Iowa
8167,"Southridge Mall is a super regional enclosed shopping mall in Des Moines, Iowa",Iowa
8168,Spirit Hollow Golf Course,Iowa
8169,The Harvester Golf Club,Iowa
8170,The Tournament Club of Iowa,Iowa
8171,"Valley West Mall is a super regional mall with over 40,000 visitors per day",Iowa
8172,Westdale Mall is a super regional shopping mall in Iowa,Iowa
8173,Arrow rock Dam and Reservoir,Idaho
8174,Bald Mountain,Idaho
8175,Basque Museum and Cultural Center,Idaho
8176,Bogus Basin Ski Resort,Idaho
8177,Boise Airport (Gowen Field),Idaho
8178,Boise Mormon Temple,Idaho
8179,Boondocks Fun Center,Idaho
8180,Brundage Mountain,Idaho
8181,Casino at Best Western Kootenai River Inn,Idaho
8182,Circling Raven Golf Course,Idaho
8183,City of Rocks National Reserve,Idaho
8184,Clearwater River Casino,Idaho
8185,Coeur D'Alene Casino,Idaho
8186,Coeur d'Alene Lake,Idaho
8187,Coeur d'Alene Resort Golf Course,Idaho
8188,"Cog Hill Golf & Country Club, Course #4, Lemont, Illinois ? A Nationally Ranked Golf Course Since 1964, Now New and Improved",Idaho
8189,Craters of the Moon National Monument and Preserve in Idaho an Eerie Sight,Idaho
8190,Crystal Gold Mine,Idaho
8191,Discovery Center of Idaho,Idaho
8192,Downata Hot Springs,Idaho
8193,"Elkhorn Golf Club, Sun Valley, Idaho - One of the Best Golf Courses in Idaho, With Wide-Open Views and Varied Terrain",Idaho
8194,"Frank Church River of No Return Wilderness Area, Grangeville",Idaho
8195,Hagerman Fossil Beds National Monument Idaho,Idaho
8196,Hells Canyon National Recreation Area,Idaho
8197,Heyburn State Park,Idaho
8198,Hotel 43,Idaho
8199,Hyde Park Neighborhood,Idaho
8200,Idaho Botanical Garden,Idaho
8201,Idaho Historical Museum,Idaho
8202,Julia Davis Park,Idaho
8203,Kelly Canyon,Idaho
8204,"Lake Pend Oreille, Hope Idaho",Idaho
8205,Lava Hot Springs Inn and Spa,Idaho
8206,Lewis - Clark Center for Arts & History,Idaho
8207,Magic Mountain Ski Area,Idaho
8208,Minidoka Internment National Monument,Idaho
8209,Museum of Mining and Geology,Idaho
8210,Museum of Natural History,Idaho
8211,National Oregon/California Trail Center,Idaho
8212,Nez Perce National Historical Park,Idaho
8213,North End Neighborhood,Idaho
8214,Old Fort Boise,Idaho
8215,Old Idaho Penitentiary,Idaho
8216,Orma J. Smith Museum of Natural History,Idaho
8217,Osprey Meadows at Tamarack Resort,Idaho
8218,"Oxford Suites Boise, Idaho",Idaho
8219,Pebble Creek,Idaho
8220,Pend Oreille River,Idaho
8221,Pomerelle Mountain Resort,Idaho
8222,Qwest Arena,Idaho
8223,Ridgecrest Golf Course,Idaho
8224,Roaring Springs Waterpark,Idaho
8225,Royal Gorge USA Cross Country Ski Resort,Idaho
8226,Sawtooth National Forest,Idaho
8227,Sawtooth Wilderness Area,Idaho
8228,Schweitzer Mountain,Idaho
8229,Shoshone Falls,Idaho
8230,Silver Mountain Resort,Idaho
8231,"Silver Rapids Indoor Waterpark, Kellogg ID",Idaho
8232,Silverwood Theme Park,Idaho
8233,St. John's Cathedral,Idaho
8234,St. Michael's Episcopal Cathedral,Idaho
8235,Sun Valley Resort Golf Course,Idaho
8236,Sun Valley Resort,Idaho
8237,Tautphaus Park Zoo,Idaho
8238,Teton Springs Lodge and Spa,Idaho
8239,The Coeur d'Alene Resort,Idaho
8240,The Grove Hotel,Idaho
8241,"The Nez Perce National Historical Park, Spalding Idaho",Idaho
8242,Thousand Springs Scenic Highway,Idaho
8243,Thunder Mountain Line,Idaho
8244,Tubbs Hill Nature Trails,Idaho
8245,Warhawk Air Museum,Idaho
8246,Whitetail Golf Club,Idaho
8247,World Center for Birds of Prey,Idaho
8248,Zoo Boise,Idaho
8249,Affinia Chicago,Illinois
8250,Albany Park Neighborhood Part of Colorful Chicago History,Illinois
8251,"Algonquin Commons and Algonquin Galleria - Algonquin, Illinois Lifestyle Centers",Illinois
8252,Allerton Hotel,Illinois
8253,"Allstate Arena Rosemont, Illinois",Illinois
8254,Alton Square,Illinois
8255,Amalfi Hotel Chicago,Illinois
8256,Ambassador East Hotel,Illinois
8257,"Anderson Gardens in Rockford, Illinois",Illinois
8258,"Andersonville Neighborhood in Chicago, Illinois",Illinois
8259,Belden-Stratford Hotel,Illinois
8260,Best Western River North Chicago Downtown Hotel,Illinois
8261,"Bobby's Bike Hike in Chicago, Illinois",Illinois
8262,"Brookfield Zoo in Brookfield, Illinois",Illinois
8263,"Cafy Iberico in Chicago, Illinois",Illinois
8264,Charlestowne Mall,Illinois
8265,Cherryvale Mall,Illinois
8266,"Chestnut Mountain Resort in Galena, Illinois",Illinois
8267,"Chicago Botanic Garden in Chicago, Illinois",Illinois
8268,"Chicago Children's Museum in Chicago, Illinois",Illinois
8269,"Chicago Food Planet Tours in Chicago, Illinois",Illinois
8270,Chicago Marriott Suites O'Hare,Illinois
8271,Chicago Midway International Airport - Chicago IL Chicago Midway Flights Airport,Illinois
8272,Chicago Place,Illinois
8273,"Chicago Segway Tours in Chicago, Illinois",Illinois
8274,"Chicago Shakespeare Theater on Navy Pier in Chicago, Illinois",Illinois
8275,"Chicago Theater in Chicago, Illinois",Illinois
8276,Chicago's Essex Inn,Illinois
8277,City Suites Hotel,Illinois
8278,"Cloud Gate in Chicago, Illinois",Illinois
8279,"CoCo Key Water Resort in Chicago, Illinois",Illinois
8280,Comfort Inn & Suites Downtown,Illinois
8281,Conrad Chicago,Illinois
8282,"Cosley Zoo in Wheaton, Illinois",Illinois
8283,Courtyard by Marriott Chicago Downtown,Illinois
8284,Courtyard Chicago Downtown/Magnificent Mile,Illinois
8285,Crowne Plaza Avenue Chicago Downtown,Illinois
8286,Crowne Plaza Chicago- The Metro,Illinois
8287,Dana Hotel & Spa,Illinois
8288,"Devon Avenue in Chicago, Illinois",Illinois
8289,Donley's Wild West Town,Illinois
8290,Doubletree Hotel Chicago - Magnificent Mile,Illinois
8291,"DuPage Children's Museum in Naperville, Illinois",Illinois
8292,Eagle Ridge Resort & Spa,Illinois
8293,Eastland Mall,Illinois
8294,Eclectic Architecture and Abundant Shopping Make the Magnificent Mile in Chicago a Must See,Illinois
8295,Embassy Suites Chicago - Downtown,Illinois
8296,Embassy Suites Hotel Chicago Downtown Lakefront,Illinois
8297,Embassy Suites Hotel Lakefront,Illinois
8298,Fairfield Inn & Suites Chicago Downtown,Illinois
8299,Fairmont Chicago Millenium Park,Illinois
8300,Ford City Mall,Illinois
8301,Four Points by Sheraton Chicago Downtown / Magnificent Mile,Illinois
8302,Four Seasons Hotel Chicago,Illinois
8303,"Frank Lloyd Wright Home and Studio in Oak Park, Illinois",Illinois
8304,"Garfield Park Conservatory in Chicago, Illinois",Illinois
8305,Golf Mill Shopping Center,Illinois
8306,"Grant Park in Chicago, Illinois",Illinois
8307,Grizzly Jack's Grand Bear Resort,Illinois
8308,Gurnee Mills,Illinois
8309,Hampton Inn and Suites Chicago - Downtown,Illinois
8310,Hampton Inn Majestic Chicago,Illinois
8311,"Hancock Observatory and Tower in Chicago, Illinois",Illinois
8312,Hard Rock Hotel Chicago,Illinois
8313,Harlem Irving Plaza,Illinois
8314,"Hemingway Museum in Oak Park, Illinois",Illinois
8315,"Henson Robinson Zoo in Springfield, Illinois",Illinois
8316,Hilton Chicago,Illinois
8317,Hilton Chicago O'Hare,Illinois
8318,Hilton Garden Inn Chicago Downtown / Magnificent Mile,Illinois
8319,Hilton Orrington,Illinois
8320,Hilton Suites Chicago/Magnificent Mile,Illinois
8321,Homewood Suites by Hilton Chicago Downtown,Illinois
8322,Hotel 71,Illinois
8323,Hotel Allegro Chicago - a Kimpton Hotel,Illinois
8324,Hotel Blake,Illinois
8325,"Hotel Burnham, a Kimpton Hotel",Illinois
8326,Hotel Cass Holiday Inn Express,Illinois
8327,Hotel Felix,Illinois
8328,Hotel Indigo Chicago Downtown Gold Coast,Illinois
8329,Hotel Monaco Chicago,Illinois
8330,Hotel Sax Chicago,Illinois
8331,Hyatt Regency Chicago,Illinois
8332,Hyatt Regency McCormick Place,Illinois
8333,Hyatt Regency O'Hare,Illinois
8334,Hyatt Regency Woodfield,Illinois
8335,"Hyde Park Neighborhood in Chicago, Illinois",Illinois
8336,Illinois Centre Mall,Illinois
8337,Intercontinental Chicago,Illinois
8338,Irving Park,Illinois
8339,James Chicago,Illinois
8340,"Japonais Restaurant: Chicago, Illinois",Illinois
8341,"John G. Shedd Aquarium in Chicago, Illinois",Illinois
8342,Jolly Roger Amusement Park,Illinois
8343,KeyLime Cove Resort and Water Park,Illinois
8344,Khol Children's Museum,Illinois
8345,Kiddieland Amusement Park,Illinois
8346,"Lakeview Neighborhood In Chicago, Illinois",Illinois
8347,"Legoland in Chicago, Illinois",Illinois
8348,Lincoln Mall,Illinois
8349,"Lincoln Park Neighborhood in Chicago, Illinois",Illinois
8350,Lincoln Park Zoo,Illinois
8351,Lincoln Park Zoo Brings Wildlife to the City of Chicago,Illinois
8352,Majestic Hotel,Illinois
8353,"Marina City in Chicago, Illinois",Illinois
8354,Market Place Mall,Illinois
8355,Marriott Chicago Downtown Magnificent Mile,Illinois
8356,"McCormick Tribune Plaza and Ice Rink in Chicago, Illinois",Illinois
8357,"Medieval Times in Schaumburg, Illinois",Illinois
8358,"Merchandise Mart in Chicago, Illinois",Illinois
8359,"Midway Village Museum in Rockford, Illinois",Illinois
8360,Millennium Knickerbocker Hotel Chicago,Illinois
8361,"Millennium Park, Chicago - Built on Chicago Traditions of Excellence",Illinois
8362,Miller Park Zoo,Illinois
8363,Multi Site Museum Featuring History and Art Exhibits,Illinois
8364,Museum of Contemporary Art,Illinois
8365,"Museum of Science and Industry in Chicago, Illinois",Illinois
8366,"Navy Pier In Chicago, Illinois",Illinois
8367,Northbrook Court - Northbrook,Illinois
8368,Northfield Square Mall,Illinois
8369,"Northwestern University In Evanston, Illinois",Illinois
8370,Northwoods Mall,Illinois
8371,"O'Hare International Airport in Chicago, Illinois",Illinois
8372,"Oakbrook Center Mall in Oak Brook, Illinois",Illinois
8373,Omni Chicago Hotel,Illinois
8374,"Orland Square Mall in Orland Park, Illinois",Illinois
8375,Park Hyatt Chicago,Illinois
8376,"Peggy Notebaert Nature Museum in Chicago, Illinois",Illinois
8377,Peru Mall,Illinois
8378,Pine Meadow Golf Club,Illinois
8379,"Pullman Historic District in Chicago, Illinois",Illinois
8380,Quincy Mall,Illinois
8381,Randhurst Mall,Illinois
8382,"Ravinia Park in Highland Park, Illinois",Illinois
8383,Renaissance Chicago Hotel,Illinois
8384,Renaissance Chicago O'Hare Suites Hotel,Illinois
8385,"Renaissance Schaumburg Hotel and Convention Center in Schaumburg, Illinois",Illinois
8386,Residence Inn Chicago Downtown / River North,Illinois
8387,Residence Inn Chicago Downtown / River North,Illinois
8388,River Oaks Center,Illinois
8389,"Rock Cut State Park in Rockford, Illinois",Illinois
8390,Rockford MetroCentre,Illinois
8391,"Rogers Park Neighborhood In Chicago, Illinois",Illinois
8392,Rosemont Hotel at O'Hare,Illinois
8393,Scovill Zoo,Illinois
8394,"Sears Centre, Hoffman Estates, Chicago, Illinois",Illinois
8395,"Shedd Aquarium: Chicago, Illinois",Illinois
8396,Sheraton Chicago Hotel and Towers,Illinois
8397,"Shoreline Sightseeing In Chicago, Illinois",Illinois
8398,"Six Flags Great America in Gurnee, Illinois",Illinois
8399,Sofitel Chicago Water Tower,Illinois
8400,Soldier Field,Illinois
8401,SouthPark Mall,Illinois
8402,Spring Hill Mall,Illinois
8403,St. Clair Square,Illinois
8404,Stratford Square Mall,Illinois
8405,"Supernatural in Chicago, Illinois",Illinois
8406,Swissotel Chicago,Illinois
8407,"Tango Sur in Chicago, Illinois",Illinois
8408,"The Abraham Lincoln Presidential Library and Museum in Springfield, Illinois",Illinois
8409,"The Art Institute In Chicago, Illinois",Illinois
8410,"The Belvedere Mansion in Galena, Illinois",Illinois
8411,The Blackstone,Illinois
8412,The Drake,Illinois
8413,"The Field Museum in Chicago, Illinois",Illinois
8414,"The Gateway Arch in St. Louis, Missouri",Illinois
8415,The General at Eagle Ridge Resort and Spa,Illinois
8416,The Glen Club,Illinois
8417,The Herrington,Illinois
8418,"The Historical Society and Museum in Galena, Illinois",Illinois
8419,The Hyatt Lodge at McDonald's Campus,Illinois
8420,"The Jefferson Park Neighborhood, Chicago Undergoes Resurgence",Illinois
8421,"The Klehm Arboretum and Botanic Garden in Rock Island, Illinois",Illinois
8422,"The Lincoln Home National Historic Site in Springfield, Illinois",Illinois
8423,"The Lincoln Square Neighborhood in Chicago, Illinois",Illinois
8424,"The Logan Square Neighborhood in Chicago, Illinois",Illinois
8425,"The Loop Neighborhood in Chicago, Illinois",Illinois
8426,"The Magic Waters Waterpark in Cherry Valley, Illinois",Illinois
8427,"The Morton Arboretum in Lisle, Illinois",Illinois
8428,The Palmer House Hilton,Illinois
8429,"The Peninsula Hotel in Chicago, Illinois",Illinois
8430,The Raffaello Hotel,Illinois
8431,The Ritz-Carlton Chicago (A Four Seasons Hotel),Illinois
8432,"The Sears Tower in Chicago, Illinois",Illinois
8433,The Shops at North Bridge,Illinois
8434,The Silversmith Hotel and Suites,Illinois
8435,"The Sushi Samba Rio In Chicago, Illinois",Illinois
8436,The Sutton Place Hotel,Illinois
8437,The Talbott Hotel,Illinois
8438,The Tremont - Chicago,Illinois
8439,The United Center Hosts Chicago Sports and Much More,Illinois
8440,"The Washington Park Botanical Garden in Springfield, Illinois",Illinois
8441,The Westin Michigan Avenue Chicago,Illinois
8442,The Westin O'Hare,Illinois
8443,The Whitehall Hotel,Illinois
8444,The Willows,Illinois
8445,"The Woodfield Shopping Center in Schaumburg, Illinois",Illinois
8446,theWit - A Doubletree Hotel,Illinois
8447,TPC Deere Run,Illinois
8448,"Trump International Hotel and Tower in Chicago, Illinois",Illinois
8449,"U.S. Cellular Field in Chicago, Illinois",Illinois
8450,UIC Pavilion,Illinois
8451,University Mall,Illinois
8452,"US Cellular Field in Chicago, Illinois",Illinois
8453,W Chicago City Center,Illinois
8454,W Chicago Lakeshore,Illinois
8455,Water Tower Place,Illinois
8456,"WeaverRidge Golf Club, Peoria, Illinois - A Scenic, Challenging Course with One of the ``Best Nines in Public Golf''",Illinois
8457,Westfield Chicago Ridge,Illinois
8458,"Westfield Fox Valley Shopping Centre in Aurora, Illinois",Illinois
8459,Westfield Hawthorn,Illinois
8460,Westfield Louis Joliet,Illinois
8461,Westfield Old Orchard,Illinois
8462,Westin Lombard Yorktown Center,Illinois
8463,White Oaks Mall,Illinois
8464,"With a Zoo, a Park, Clubs, Restaurants and Theater, You Have It All in Lincoln Park neighborhood, Chicago",Illinois
8465,Wrigley Field in Chicago to have New Owner,Illinois
8466,Wyndham Chicago,Illinois
8467,"Yorktown Shopping Center Mall in Lombard, Illinois",Illinois
8468,Amish Acres,Indiana
8469,Argosy Casino,Indiana
8470,Auburn Cord Duesenberg Museum,Indiana
8471,Belterra Casino Resort & Spa,Indiana
8472,Black Pine Animal Park,Indiana
8473,Bridgeton Covered Bridge,Indiana
8474,Buccaneer Bay Indoor Aquatice Center,Indiana
8475,"Castleton Square Mall in Indianapolis, Indiana",Indiana
8476,"Circle Center Mall in Indianapolis, Indiana",Indiana
8477,Clifty Falls State Park,Indiana
8478,College Football Hall of Fame,Indiana
8479,"College Mall in Bloomington, Indiana",Indiana
8480,Conner Prairie,Indiana
8481,Conseco Fieldhouse,Indiana
8482,Crowne Plaza Indianapolis Downtown (Union Station): Indianapolis' Fun and Historic Hotel,Indiana
8483,DeBrand Chocolatier Factory Tour,Indiana
8484,"Deep River Water Park- Crown Point, IN - A Water Park in Northern Indiana",Indiana
8485,Dr. Ted's Musical Marvels,Indiana
8486,Eastland Mall,Indiana
8487,Embassy Suites Hotel Indianapolis Downtown,Indiana
8488,"Exotic Feline Rescue Center-Center point, IN - Exotic Cat Rescue Center in Central Western Indiana",Indiana
8489,Fair Oaks Farms,Indiana
8490,"Foellinger-Freimann Botanical Conservatory in Fort Wayne, Indiana",Indiana
8491,"Fort Wayne Children's Zoo in Fort Wayne, Indiana",Indiana
8492,French Lick Resort Casino,Indiana
8493,Fun Spot,Indiana
8494,"Garfield Park Conservatory And Sunken Gardens in Indianapolis, Indiana",Indiana
8495,"Glenbrook Square Mall in Fort Wayne, Indiana",Indiana
8496,Glendale Town Center,Indiana
8497,Grand Victoria Casino and Resort,Indiana
8498,Green Tree Mall,Indiana
8499,Greenwood Park Mall,Indiana
8500,Hilton Indianapolis,Indiana
8501,Holiday Inn Louisville-North,Indiana
8502,Holiday World & Splashin' Safari,Indiana
8503,Honey Creek Mall,Indiana
8504,Hoosier Park,Indiana
8505,"Horseshoe Casino-Hammond, IN - A Gambling Casino in Northern Indiana",Indiana
8506,"Horseshoe Southern Indiana Casino Hotel-Elizabeth, IN - A Gambling Hotel in Southern Indiana",Indiana
8507,"Indiana Beach Amusement Resort in Monticello, Indiana",Indiana
8508,"Indiana Dunes State Park Beach, Michigan City, Indiana",Indiana
8509,Indianapolis Hall of Fame Museum (at the Motor Speedway),Indiana
8510,Indianapolis Motor Speedway,Indiana
8511,"Irvington Historic District in Indianapolis, Indiana",Indiana
8512,Lafayette Square Mall,Indiana
8513,Lincoln Boyhood National Memorial Park,Indiana
8514,Lucas Oil Stadium,Indiana
8515,"Marengo Cave National Landmark-Marengo, IN - A National Landmark in Southern Indiana",Indiana
8516,Marriott - Indianapolis Downtown,Indiana
8517,Menno-Hof Mennonite-Amish Visitor Center,Indiana
8518,"Mesker Park Zoo & Botanic Garden - Evansville, Indiana- zoo featuring animals from Indiana and around the world",Indiana
8519,Metropolis,Indiana
8520,Mid-America Windmill Museum,Indiana
8521,Mounds Mall,Indiana
8522,Notre Dame Stadium,Indiana
8523,"Otter Creek Golf Course, North/West Course, Columbus, Indiana - A Championship Golf Course Secluded in the Southern Indiana Countryside",Indiana
8524,Perfect North Slopes,Indiana
8525,Potawatomi Zoo,Indiana
8526,"Prairie View Golf Club, Carmel, Indiana - Indiana's Only Robert Trent Jones, Jr. Golf Course",Indiana
8527,"Purgatory Golf Club, Noblesville, Indiana - Its Name Notwithstanding, A Golf Course That's A ``Slice of Heaven''",Indiana
8528,Rock Hollow Golf Club,Indiana
8529,Santa Claus Museum,Indiana
8530,"Santa's Candy Castle: Santa Claus, Indiana's Oldest Attraction",Indiana
8531,Santa's Lodge,Indiana
8532,Sheraton Indianapolis City Centre Hotel: Indianapolis' Premier Downtown Business Hotel,Indiana
8533,Sheraton Indianapolis Hotel & Suites: One of Indianapolis' Business-Class Hotels,Indiana
8534,"Snite Museum in South Bend, Indiana",Indiana
8535,"Splash Down Dunes in Porter, Indiana",Indiana
8536,"Squire Boone Caverns & Village-Mauckport, IN - Caverns and Village in Southern Indiana",Indiana
8537,"The Children's Museum in Indianapolis, Indiana",Indiana
8538,"The Conrad Hotel in Indianapolis, Indiana",Indiana
8539,The Falls of the Ohio State Park,Indiana
8540,The Fashion Mall at Keystone,Indiana
8541,"The Fort Golf Resort, Indianapolis, Indiana - An 18-Hole Championship Golf Course, Redesigned by Pete Dye",Indiana
8542,"The Indiana Medical History Museum in Indianapolis, Indiana",Indiana
8543,"The Indianapolis Zoo in Indianapolis, Indiana",Indiana
8544,"The Omni Severin in Indianapolis, Indiana",Indiana
8545,The Roofless Church: New Harmony's Architectural Gem,Indiana
8546,The Trophy Club,Indiana
8547,"Turkey Run State Park - Marshall, IN -A State Park in Central Western Indiana",Indiana
8548,University Park Mall,Indiana
8549,University Place Conference Center & Hotel Indianapolis: One of Indianapolis' Finest Conference Centers,Indiana
8550,Wana Waves Splash Universe,Indiana
8551,"Warren Golf Course, Notre Dame, South Bend, Indiana - A Contemporary Golf Course With an Old-Fashioned, Traditional Design",Indiana
8552,Washington Square Mall,Indiana
8553,Washington Square Mall,Indiana
8554,Westfield Southlake,Indiana
8555,WonderLab Museum of Science,Indiana
8556,Boot Hill Museum,Kansas
8557,Botanica: The Wichita Gardens,Kansas
8558,Brown vs. Board of Education National Historic Site,Kansas
8559,Cabela's,Kansas
8560,Castle Rock,Kansas
8561,Chateau Avalon,Kansas
8562,"Children's Museum of Kansas City, Kansas",Kansas
